dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.740707,6.232513,5.834847,2.364445,1.148563,-8.840332,5.896116
0.020000,6.784332,6.213328,5.882504,2.382852,0.920333,-11.411528,5.841464
0.020000,6.827061,6.191649,5.930418,2.395694,0.642099,-13.911674,5.785783
0.020000,6.868624,6.167548,5.978463,2.402279,0.329249,-15.642529,5.729575
0.020000,6.908766,6.141149,6.026508,2.402207,-0.003595,-16.642179,5.673373
0.020000,6.947260,6.112626,6.074418,2.395500,-0.335324,-16.586472,5.617708
0.020000,6.983923,6.082189,6.122068,2.382531,-0.648453,-15.656425,5.563081
0.020000,7.018622,6.050072,6.169349,2.364054,-0.923861,-13.770402,5.509935
0.020000,7.051275,6.016518,6.216169,2.340998,-1.152809,-11.447391,5.458634
0.020000,7.081850,5.981764,6.262458,2.314453,-1.327251,-8.722089,5.409459
0.020000,7.110361,5.946034,6.308169,2.285550,-1.445157,-5.895333,5.362599
0.020000,7.136855,5.909531,6.353273,2.255202,-1.517367,-3.610466,5.318167
0.020000,7.161407,5.872432,6.397761,2.224401,-1.540063,-1.134826,5.276202
0.020000,7.184112,5.834889,6.441636,2.193735,-1.533308,0.337753,5.236690
0.020000,7.205072,5.797025,6.484914,2.163889,-1.492316,2.049593,5.199570
0.020000,7.224397,5.758946,6.527617,2.135140,-1.437443,2.743677,5.164749
0.020000,7.242197,5.720731,6.569773,2.107829,-1.365564,3.593931,5.132117
0.020000,7.258577,5.682448,6.611413,2.082011,-1.290887,3.733868,5.101548
0.020000,7.273641,5.644146,6.652571,2.057877,-1.206701,4.209293,5.072912
0.020000,7.287484,5.605865,6.693278,2.035361,-1.125810,4.044536,5.046079
0.020000,7.300196,5.567635,6.733567,2.014425,-1.046770,3.952025,5.020921
0.020000,7.311799,5.529679,6.773256,1.984476,-1.497464,-22.534721,4.997435
0.020000,7.322270,5.492437,6.811942,1.934307,-2.508448,-50.549191,4.975723
0.020000,7.331661,5.456153,6.849422,1.873963,-3.017218,-25.438531,4.955744
0.020000,7.340080,5.420847,6.885718,1.814814,-2.957434,2.989206,4.937335
0.020000,7.347627,5.386515,6.920870,1.757582,-2.861591,4.792152,4.920341
0.020000,7.354391,5.353152,6.954911,1.702092,-2.774488,4.355141,4.904627
0.020000,7.360451,5.320753,6.987872,1.648022,-2.703539,3.547473,4.890072
0.020000,7.365877,5.289311,7.019779,1.595362,-2.632989,3.527509,4.876571
0.020000,7.370731,5.258819,7.050655,1.543777,-2.579235,2.687696,4.864029
0.020000,7.375069,5.229270,7.080521,1.493330,-2.522374,2.843045,4.852363
0.020000,7.378942,5.200655,7.109397,1.443786,-2.477190,2.259178,4.841499
0.020000,7.382393,5.172969,7.137297,1.395010,-2.438805,1.919260,4.831372
0.020000,7.385464,5.146204,7.164237,1.347017,-2.399658,1.957373,4.821923
0.020000,7.388191,5.120354,7.190231,1.299658,-2.367908,1.587474,4.813100
0.020000,7.390607,5.095413,7.215288,1.252888,-2.338498,1.470494,4.804856
0.020000,7.392742,5.071375,7.239421,1.206643,-2.312281,1.310859,4.797150
0.020000,7.394624,5.048235,7.262638,1.160822,-2.291024,1.062864,4.789945
0.020000,7.396277,5.025987,7.284947,1.115467,-2.267751,1.163634,4.783205
0.020000,7.397724,5.004626,7.306357,1.070491,-2.248834,0.945889,4.776902
0.020000,7.398986,4.984148,7.326874,1.025850,-2.232007,0.841308,4.771007
0.020000,7.400082,4.964549,7.346504,0.981503,-2.217353,0.732729,4.765497
0.020000,7.401029,4.945823,7.365254,0.937490,-2.200658,0.834760,4.760348
0.020000,7.401843,4.927969,7.383126,0.893618,-2.193615,0.352152,4.755540
0.020000,7.402538,4.910982,7.400128,0.850071,-2.177327,0.814365,4.751057
0.020000,7.403128,4.894858,7.416262,0.806711,-2.168035,0.464599,4.746879
0.020000,7.403625,4.879595,7.431533,0.763547,-2.158191,0.492233,4.742994
0.020000,7.404040,4.865192,7.445942,0.720479,-2.153398,0.239649,4.739387
0.020000,7.404383,4.851643,7.459495,0.677640,-2.141940,0.572894,4.736047
0.020000,7.404664,4.838948,7.472194,0.634924,-2.135800,0.307012,4.732961
0.020000,7.404890,4.827103,7.484040,0.592341,-2.129166,0.331658,4.730120
0.020000,7.405071,4.816108,7.495037,0.549844,-2.124843,0.216163,4.727515
0.020000,7.405212,4.805959,7.505187,0.507472,-2.118573,0.313504,4.725138
0.020000,7.405321,4.796657,7.514490,0.465152,-2.116019,0.127693,4.722981
0.020000,7.405402,4.788198,7.522949,0.422964,-2.109413,0.330295,4.721039
0.020000,7.405462,4.780581,7.530566,0.380842,-2.106098,0.165750,4.719304
0.020000,7.405503,4.773808,7.537340,0.338705,-2.106840,-0.037091,4.717774
0.020000,7.405531,4.767873,7.543275,0.296747,-2.097879,0.448046,4.716441
0.020000,7.405549,4.762777,7.548370,0.254774,-2.098677,-0.039899,4.715304
0.020000,7.405559,4.758521,7.552627,0.212817,-2.097868,0.040440,4.714359
0.020000,7.405565,4.755103,7.556044,0.170889,-2.096398,0.073519,4.713603
0.020000,7.405567,4.752522,7.558625,0.129040,-2.092421,0.198858,4.713034
0.020000,7.405568,4.750778,7.560369,0.087199,-2.092044,0.018823,4.712650
0.020000,7.405568,4.749871,7.561277,0.045381,-2.090929,0.055774,4.712450
0.020000,7.405568,4.749608,7.561539,0.013110,-1.613560,23.868459,4.712393
0.020000,7.405568,4.749591,7.561557,0.000881,-0.611422,50.106899,4.712389
0.020000,7.405568,4.749591,7.561557,0.000000,-0.044056,28.368290,4.712389
